Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Barbados,BRB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,1.47022205,1.188463364,1.291661067,0.853448121,0.818178908,1.643673389,1.245153678,0.814389684,0.43381519,0.524939673,0.927541602,0.853209441,0.344460014,0.349250758,0.22735901,0.265424388,0.406825332,0.235023138,0.301247726,0.26970207,0.215419464,0.249567454,0.240803255,0.18086973,0.145534548,0.27446787,0.392876464,0.247193786,0.206630361,0.230273459,0.279764568,0.372366562,0.436737154,0.370571692,0.48957215,0.268697663,0.374827428,0.549823583,0.540248198,0.50416739,0.450744868,0.184925552,0.137143974,0.211111582,0.31038954,0.270213691,,
Brunei Darussalam,BRN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.83445547,7.335745892,16.50625554,27.86529698,56.67011509,58.38353504,61.29502094,58.33121131,54.34583993,,57.44255334,35.6758488,21.59069127,30.88827931,31.21515832,32.22001002,29.89794644,28.10237797,21.90131073,26.4827408,34.7026768,20.5626476,19.38693051,20.08799762,19.47661693,18.51966025,20.81941468,18.91457668,12.75871665,19.44888314,30.23445511,24.81430281,20.92516981,23.43076871,28.07132124,34.0405583,35.27313876,27.48601824,28.92093534,23.11556538,23.45035974,29.6620696,26.64196791,22.46210788,22.02380194,19.41882555,15.11846515,17.52815663,25.37993824,22.21259298,,
Bhutan,BTN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,13.6695094,11.12631519,16.40951749,10.09349381,8.172370997,5.605451768,8.045733385,5.899147583,5.517182609,5.530408393,6.008754522,7.278981906,7.605423234,6.260557818,5.125332147,5.869388574,5.593858491,4.11862038,4.038555814,4.081320029,3.99150496,3.857488726,3.571704196,3.337047115,2.96462009,2.641792756,3.393360957,4.302106956,4.202368544,3.535869455,5.305079262,4.922551785,4.222047525,3.426397378,3.418838606,4.028295413,4.448622576,3.359670109,1.998535908,2.195491258,,
Botswana,BWA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,3.153987157,2.114909259,1.861189084,2.419361872,4.626720517,4.185063938,7.453550085,6.108891991,2.733034841,4.053819349,4.160965505,3.142472287,3.494736175,2.303244181,1.64485338,1.88553882,1.485040108,1.142429724,7.250764809,5.569791773,2.049023856,3.07097927,1.971537955,1.148281953,1.62952199,2.322029887,1.250150454,1.384222507,0.854492836,1.360999993,2.37947828,1.165088579,0.914960925,1.932964853,3.225792454,2.343945358,6.304856416,7.161354657,3.890166714,2.220855513,2.079115057,1.860334602,2.173313807,1.347993342,0.875593362,0.740622265,0.721377064,0.800948896,0.756371425,0.657050779,,
Central African Republic,CAF,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,8.234246307,8.066811155,9.009108752,12.1458882,11.37106037,10.46012264,8.597198398,11.35295028,10.55839326,9.386261384,10.09204506,9.872660535,11.34467083,9.2074119,9.018277991,5.482919757,5.984440058,5.428552925,5.530499682,6.129002636,6.365328356,6.159797484,6.904069136,6.516582511,11.76899808,12.3457444,11.98089577,13.19276292,13.54099396,9.617501721,11.20517669,10.87848982,11.41729513,11.7273669,8.183494535,8.579298442,10.02769679,9.94663285,11.76283803,8.794977632,7.908126518,8.442391237,9.16089389,12.89708444,11.294765,12.66145709,13.02719792,13.82420515,10.83018287,8.349470145,,
Canada,CAN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.213059611,1.907108263,1.900603694,3.138543907,5.841458767,4.653992791,4.197842474,4.459981061,4.097857048,8.425327305,8.99902565,5.771522732,3.320295214,4.372157436,4.502853079,4.197742494,1.979313872,2.808570576,2.823362479,2.797493396,2.892106043,2.215512475,2.429238206,2.644716701,2.450499225,2.453316402,3.101572492,2.432431395,1.483838521,2.163901742,3.927092086,3.260729061,2.365924018,2.942385203,4.069318158,4.411673816,3.855634626,3.657038005,5.00726984,2.02493532,2.250735833,2.967690634,1.803765549,1.911514651,1.660843713,0.334893277,0.785263944,1.270056559,2.121613074,1.895037949,,
Central Europe and the Baltics,CEB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.838577372,1.95906616,2.044342788,1.499467793,1.297548048,1.672601162,0.829577973,2.76231991,3.474777815,3.540819666,2.804278315,1.987194721,1.630153435,1.334034129,1.021906047,1.007378012,0.948487993,0.869899161,0.506666782,0.5782015,0.922980508,1.00939019,0.747751869,0.718439407,1.10202523,0.962792098,1.194477483,1.040086124,1.517644398,0.920818874,1.240541367,1.527543335,1.215218072,0.905680864,0.749599842,0.601571341,0.533709099,0.663735708,0.679342943,0.589993888,,
Switzerland,CHE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.073153245,0.057901894,0.053802331,0.060880485,0.068799456,0.059798902,0.054320217,0.058616801,0.051927135,0.051095944,0.06013872,0.054456204,0.047154999,0.038907687,0.043673816,0.041034341,0.038358263,0.030794776,0.029277435,0.033979845,0.039774436,0.021689373,0.021312085,0.021154539,0.020135647,0.019921465,0.018967636,0.020065727,0.018107719,0.017479646,0.03483114,0.020599105,0.017944881,0.018426759,0.014120947,0.014620246,0.017215131,0.018973475,0.016503195,0.015094352,0.015437351,0.01290298,0.011496875,0.012331603,0.013472235,0.010788837,0.01120066,0.009808545,0.012821213,0.009367996,,
Channel Islands,CHI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Chile,CHL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,10.16573462,6.630938428,5.820103548,7.38102322,11.15802625,13.25213806,12.88334255,8.815869986,7.563634094,9.475100042,8.783208787,5.630318548,6.702547107,9.209115261,8.109634645,9.056943222,7.073992465,8.592948602,11.8574852,12.81948882,11.16295105,5.944274345,4.627581872,3.359775814,4.882374195,6.552493846,4.99588242,4.656690529,2.533808906,3.68192878,4.870912772,3.942273678,3.741031468,5.092182773,9.557357524,9.746467358,17.23969,17.04142723,13.82028736,8.734582742,11.92204912,12.11225463,9.067324892,7.612232502,6.850289514,4.02835584,3.192543418,5.324970373,5.79353858,2.300109992,,
China,CHN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.837845031,0.816099875,0.966467956,1.842468418,4.858253885,7.178830596,8.992150254,9.398052119,10.91405174,16.5273405,19.22440218,19.19179892,16.48589342,12.33744913,10.10025113,9.500473527,5.551765698,6.153548043,6.097593903,6.813154951,8.258298994,5.823481997,5.110135827,4.241628283,3.22160643,3.200209643,2.983032064,2.389022419,1.744109345,1.813186462,2.594914385,2.483242715,1.873675131,1.953392947,4.661952315,5.040991497,5.504678377,6.376429083,9.70533288,3.986165213,6.299079306,7.677050698,4.15320528,3.025345083,2.3143879,1.182763884,1.047272542,1.332432187,1.467764879,1.255054677,,
Cote d'Ivoire,CIV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,5.882119608,5.648935825,6.249129835,7.463187892,6.977363725,5.739879044,5.841877201,5.292520997,4.334079925,4.789501553,4.885570586,4.440031471,5.361166363,5.720370624,5.911269479,5.135007209,3.587329391,3.422431303,2.867491415,2.93540797,4.100201592,3.502477221,3.300474554,3.172748727,5.274282007,5.180846518,4.608979647,4.413777104,3.861161323,3.47281617,4.613809181,3.597927746,3.388684336,3.548648457,3.653332889,5.376601151,8.148475836,7.631054872,9.749091851,6.281611213,6.786996815,9.404657349,8.951594603,7.28182061,6.323616181,3.29367335,3.414167002,3.615023601,3.424314513,2.482895446,,
